trans_id,account_id,Date,Type,operation,amount,balance,Purpose,bank,account_partern_id
6773,26,2017-07-31,Withdrawal,Withdrawal in cash,15,55855.3,Payment on Statement,,
6774,26,2017-08-31,Withdrawal,Withdrawal in cash,15,20433.4,Payment on Statement,,
6775,26,2017-09-30,Withdrawal,Withdrawal in cash,15,36152.2,Payment on Statement,,
6776,26,2017-10-31,Withdrawal,Withdrawal in cash,15,43608.5,Payment on Statement,,
6777,26,2017-11-30,Withdrawal,Withdrawal in cash,15,45977.3,Payment on Statement,,
6778,26,2017-12-31,Withdrawal,Withdrawal in cash,15,59483.8,Payment on Statement,,
6830,26,2017-01-05,Withdrawal,Withdrawal in cash,29100,52878.4,,,
6831,26,2017-02-04,Withdrawal,Withdrawal in cash,4700,30631.1,,,
6832,26,2017-03-06,Withdrawal,Withdrawal in cash,1700,25602.5,,,
6833,26,2017-04-05,Withdrawal,Withdrawal in cash,1800,27501.3,,,
6834,26,2017-05-05,Withdrawal,Withdrawal in cash,8500,33546.9,,,
6835,26,2017-06-04,Withdrawal,Withdrawal in cash,13700,34423.0,,,
6836,26,2017-07-04,Withdrawal,Withdrawal in cash,20200,41239.3,,,
6837,26,2017-08-03,Withdrawal,Withdrawal in cash,14100,41755.3,,,
6838,26,2017-09-02,Credit,Credit in cash ,1200,21633.4,,,
6839,26,2017-10-02,Withdrawal,Withdrawal in cash,7100,29052.2,,,
6840,26,2017-11-01,Withdrawal,Withdrawal in cash,12200,31408.5,,,
6841,26,2017-12-01,Withdrawal,Withdrawal in cash,13500,32477.3,,,
6842,26,2017-12-31,Withdrawal,Withdrawal in cash,19400,40083.8,,,
6968,27,2017-01-08,Credit,Credit in cash ,8627,38123.0,,,
6969,27,2017-02-08,Credit,Credit in cash ,8627,38272.6,,,
6970,27,2017-03-08,Credit,Credit in cash ,8627,35855.5,,,
6971,27,2017-04-08,Credit,Credit in cash ,8627,30540.3,,,
6972,27,2017-05-08,Credit,Credit in cash ,8627,30516.9,,,
6973,27,2017-06-08,Credit,Credit in cash ,12940,35707.1,,,
6974,27,2017-07-08,Credit,Credit in cash ,8627,35800.5,,,
6975,27,2017-08-08,Credit,Credit in cash ,8627,34496.4,,,
6976,27,2017-09-08,Credit,Credit in cash ,8627,33987.2,,,
6977,27,2017-10-08,Credit,Credit in cash ,8627,35778.3,,,
6978,27,2017-11-08,Credit,Credit in cash ,8627,36074.9,,,
6979,27,2017-12-08,Credit,Credit in cash ,12940,39884.1,,,
7042,27,2017-03-05,Withdrawal,Remittance to Another Bank,4054,27228.5,Household ,J&T Bank ,28175699
7043,27,2017-04-05,Withdrawal,Remittance to Another Bank,4054,21913.3,Household ,J&T Bank ,28175699
7044,27,2017-05-05,Withdrawal,Remittance to Another Bank,4054,21889.9,Household ,J&T Bank ,28175699
7045,27,2017-06-05,Withdrawal,Remittance to Another Bank,4054,22767.1,Household ,J&T Bank ,28175699
7046,27,2017-07-05,Withdrawal,Remittance to Another Bank,4054,27173.5,Household ,J&T Bank ,28175699
7047,27,2017-08-05,Withdrawal,Remittance to Another Bank,4054,25869.4,Household ,J&T Bank ,28175699
7048,27,2017-09-05,Withdrawal,Remittance to Another Bank,4054,25360.2,Household ,J&T Bank ,28175699
7049,27,2017-10-05,Withdrawal,Remittance to Another Bank,4054,27151.3,Household ,J&T Bank ,28175699
7050,27,2017-11-05,Withdrawal,Remittance to Another Bank,4054,27447.9,Household ,J&T Bank ,28175699
7051,27,2017-12-05,Withdrawal,Remittance to Another Bank,4054,26944.1,Household ,J&T Bank ,28175699
7113,27,2017-12-24,Withdrawal,Withdrawal in cash,1500,29984.1,,,
7158,27,2017-03-09,Withdrawal,Withdrawal in cash,4300,31555.5,,,
7160,27,2017-09-15,Withdrawal,Withdrawal in cash,500,33487.2,,,
7197,27,2017-02-28,Withdrawal,Withdrawal in cash,15,31282.5,Payment on Statement,,
7198,27,2017-03-31,Withdrawal,Withdrawal in cash,15,25967.3,Payment on Statement,,
7199,27,2017-04-30,Withdrawal,Withdrawal in cash,15,25943.9,Payment on Statement,,
7200,27,2017-05-31,Withdrawal,Withdrawal in cash,15,26821.1,Payment on Statement,,
7201,27,2017-06-30,Withdrawal,Withdrawal in cash,15,31227.5,Payment on Statement,,
7202,27,2017-07-31,Withdrawal,Withdrawal in cash,15,29923.4,Payment on Statement,,
7203,27,2017-08-31,Withdrawal,Withdrawal in cash,15,29414.2,Payment on Statement,,
7204,27,2017-09-30,Withdrawal,Withdrawal in cash,15,31205.3,Payment on Statement,,
7205,27,2017-10-31,Withdrawal,Withdrawal in cash,15,31501.9,Payment on Statement,,
7206,27,2017-11-30,Withdrawal,Withdrawal in cash,15,30998.1,Payment on Statement,,
7207,27,2017-12-31,Withdrawal,Withdrawal in cash,15,30112.0,Payment on Statement,,
7258,27,2017-01-24,Withdrawal,Withdrawal in cash,8600,29523.0,,,
7259,27,2017-02-23,Withdrawal,Withdrawal in cash,7100,31172.6,,,
7260,27,2017-03-25,Withdrawal,Withdrawal in cash,5700,25855.5,,,
7261,27,2017-04-24,Withdrawal,Withdrawal in cash,4700,25840.3,,,
7262,27,2017-05-24,Withdrawal,Withdrawal in cash,3800,26716.9,,,
7263,27,2017-06-23,Withdrawal,Withdrawal in cash,4600,31107.1,,,
7264,27,2017-07-23,Withdrawal,Withdrawal in cash,6000,29800.5,,,
7265,27,2017-08-22,Withdrawal,Withdrawal in cash,5200,29296.4,,,
7266,27,2017-09-21,Withdrawal,Withdrawal in cash,2400,31087.2,,,
7267,27,2017-10-21,Withdrawal,Withdrawal in cash,4400,31378.3,,,
7268,27,2017-11-20,Withdrawal,Withdrawal in cash,5200,30874.9,,,
7269,27,2017-12-20,Withdrawal,Withdrawal in cash,8400,31484.1,,,
7730,29,2017-11-24,Credit,Credit in cash ,700,700.0,,,
7742,29,2017-12-10,Credit,Credit in cash ,26667,27367.0,,,
8095,29,2017-12-24,Withdrawal,Withdrawal in cash,200,27167.0,,,
8563,31,2017-04-27,Credit,Credit in cash ,800,800.0,,,
8564,31,2017-10-02,Credit,Credit in cash ,31459,60415.5,,,
8566,31,2017-08-25,Credit,Credit in cash ,17624,127386.9,,,
8567,31,2017-05-16,Credit,Credit in cash ,42260,63442.0,,,
8569,31,2017-09-02,Credit,Credit in cash ,29607,119900.7,,,
8570,31,2017-12-08,Credit,Credit in cash ,35663,57767.0,,,
8572,31,2017-08-10,Credit,Credit in cash ,12720,97085.9,,,
8573,31,2017-08-23,Credit,Credit in cash ,41079,127962.9,,,
8574,31,2017-06-13,Credit,Credit in cash ,7467,99085.1,,,
8575,31,2017-10-05,Credit,Credit in cash ,7882,68297.5,,,
8576,31,2017-07-26,Credit,Credit in cash ,15456,85981.7,,,
8579,31,2017-06-07,Credit,Credit in cash ,49537,91618.1,,,
8581,31,2017-08-30,Credit,Credit in cash ,33581,89967.9,,,
8585,31,2017-05-01,Credit,Credit in cash ,5339,6139.0,,,
8586,31,2017-08-09,Credit,Credit in cash ,31173,84365.9,,,
8587,31,2017-12-15,Credit,Credit in cash ,44540,92105.0,,,
8588,31,2017-05-10,Credit,Credit in cash ,15043,21182.0,,,
8589,31,2017-07-23,Credit,Credit in cash ,43883,70525.7,,,
8685,31,2017-07-12,Withdrawal,Remittance to Another Bank,10202,45319.7,Household ,Bank Creditas,42430687
8686,31,2017-08-12,Withdrawal,Remittance to Another Bank,10202,86883.9,Household ,Bank Creditas,42430687
8687,31,2017-09-12,Withdrawal,Remittance to Another Bank,10202,62494.7,Household ,Bank Creditas,42430687
8688,31,2017-10-12,Withdrawal,Remittance to Another Bank,10202,58095.5,Household ,Bank Creditas,42430687
8689,31,2017-11-12,Withdrawal,Remittance to Another Bank,10202,17808.2,Household ,Bank Creditas,42430687
8690,31,2017-12-12,Withdrawal,Remittance to Another Bank,10202,47565.0,Household ,Bank Creditas,42430687
8739,31,2017-07-04,Withdrawal,Withdrawal in cash,8742,55521.7,,,
8744,31,2017-09-09,Withdrawal,Withdrawal in cash,2704,72696.7,,,
8746,31,2017-12-18,Withdrawal,Withdrawal in cash,20805,71300.0,,,
8748,31,2017-10-19,Withdrawal,Withdrawal in cash,10685,47410.5,,,
8749,31,2017-07-18,Withdrawal,Withdrawal in cash,6088,39231.7,,,
8750,31,2017-10-01,Withdrawal,Withdrawal in cash,16488,28956.5,,,
8751,31,2017-07-21,Withdrawal,Withdrawal in cash,12589,26642.7,,,
8792,31,2017-12-30,Withdrawal,Withdrawal in cash,6600,39300.0,,,
8800,31,2017-10-27,Withdrawal,Withdrawal in cash,6900,27810.5,,,
8832,31,2017-06-30,Withdrawal,Withdrawal in cash,15,64263.7,Payment on Statement,,
8833,31,2017-07-31,Withdrawal,Withdrawal in cash,15,53192.9,Payment on Statement,,
8834,31,2017-08-31,Withdrawal,Withdrawal in cash,15,90293.7,Payment on Statement,,
8835,31,2017-09-30,Withdrawal,Withdrawal in cash,15,45444.5,Payment on Statement,,
8836,31,2017-10-31,Withdrawal,Withdrawal in cash,15,28010.2,Payment on Statement,,
8837,31,2017-11-30,Withdrawal,Withdrawal in cash,15,22104.0,Payment on Statement,,
8838,31,2017-12-31,Withdrawal,Withdrawal in cash,15,39476.3,Payment on Statement,,
8886,31,2017-05-27,Withdrawal,Withdrawal in cash,21500,41942.0,,,
8887,31,2017-06-26,Withdrawal,Withdrawal in cash,35100,63985.1,,,
8888,31,2017-07-26,Withdrawal,Withdrawal in cash,33000,52981.7,,,
8889,31,2017-08-23,Withdrawal,Withdrawal in cash,18200,109762.9,,,
8890,31,2017-08-25,Withdrawal,Withdrawal in cash,37100,56386.9,,,
8891,31,2017-08-25,Withdrawal,Withdrawal in cash,33900,93486.9,,,
8892,31,2017-09-02,Withdrawal,Withdrawal in cash,44500,75400.7,,,
8893,31,2017-09-24,Withdrawal,Withdrawal in cash,17300,45194.7,,,
8894,31,2017-10-24,Withdrawal,Withdrawal in cash,12700,34710.5,,,
8895,31,2017-11-23,Credit,Credit in cash ,4200,22008.2,,,
8896,31,2017-12-23,Withdrawal,Withdrawal in cash,25400,45900.0,,,
9233,33,2017-01-09,Credit,Credit in cash ,23589,76838.9,,,
9234,33,2017-02-09,Credit,Credit in cash ,23589,69938.7,,,
9235,33,2017-03-09,Credit,Credit in cash ,23589,65063.2,,,
9236,33,2017-04-09,Credit,Credit in cash ,23589,59967.4,,,
9237,33,2017-05-09,Credit,Credit in cash ,23589,62957.8,,,
9238,33,2017-06-09,Credit,Credit in cash ,35384,72554.9,,,
9239,33,2017-07-09,Credit,Credit in cash ,23589,71882.5,,,
9240,33,2017-08-09,Credit,Credit in cash ,23589,72116.7,,,
9241,33,2017-09-09,Credit,Credit in cash ,23589,67945.7,,,
9242,33,2017-10-09,Credit,Credit in cash ,23589,67157.6,,,
9243,33,2017-11-09,Credit,Credit in cash ,23589,68166.8,,,
9244,33,2017-12-09,Credit,Credit in cash ,35384,79072.6,,,
9306,33,2017-02-08,Withdrawal,Remittance to Another Bank,3892,46349.7,Household ,Raiffeisen bank,33047658
9307,33,2017-03-08,Withdrawal,Remittance to Another Bank,3892,41474.2,Household ,Raiffeisen bank,33047658
9308,33,2017-04-08,Withdrawal,Remittance to Another Bank,3892,36378.4,Household ,Raiffeisen bank,33047658
9309,33,2017-05-08,Withdrawal,Remittance to Another Bank,3892,39368.8,Household ,Raiffeisen bank,33047658
9310,33,2017-06-08,Withdrawal,Remittance to Another Bank,3892,37170.9,Household ,Raiffeisen bank,33047658
9311,33,2017-07-08,Withdrawal,Remittance to Another Bank,3892,48293.5,Household ,Raiffeisen bank,33047658
9312,33,2017-08-08,Withdrawal,Remittance to Another Bank,3892,48527.7,Household ,Raiffeisen bank,33047658
9313,33,2017-09-08,Withdrawal,Remittance to Another Bank,3892,44356.7,Household ,Raiffeisen bank,33047658
9314,33,2017-10-08,Withdrawal,Remittance to Another Bank,3892,43568.6,Household ,Raiffeisen bank,33047658
9315,33,2017-11-08,Withdrawal,Remittance to Another Bank,3892,44577.8,Household ,Raiffeisen bank,33047658
9316,33,2017-12-08,Withdrawal,Remittance to Another Bank,3892,43688.6,Household ,Raiffeisen bank,33047658
9366,33,2017-12-08,Withdrawal,Withdrawal in cash,1200,47580.6,,,
9378,33,2017-03-19,Withdrawal,Withdrawal in cash,3000,62063.2,,,
9379,33,2017-04-14,Withdrawal,Withdrawal in cash,1000,58967.4,,,
9380,33,2017-06-05,Withdrawal,Withdrawal in cash,4400,41062.9,,,
9381,33,2017-03-28,Withdrawal,Withdrawal in cash,500,40063.2,,,
9382,33,2017-08-29,Withdrawal,Withdrawal in cash,2900,48016.7,,,
9383,33,2017-11-16,Withdrawal,Withdrawal in cash,2100,66066.8,,,
9384,33,2017-03-25,Withdrawal,Withdrawal in cash,3800,40563.2,,,
9385,33,2017-10-18,Withdrawal,Withdrawal in cash,4200,62957.6,,,
9416,33,2017-01-31,Withdrawal,Withdrawal in cash,15,50241.7,Payment on Statement,,
9417,33,2017-02-28,Withdrawal,Withdrawal in cash,15,45366.2,Payment on Statement,,
9418,33,2017-03-31,Withdrawal,Withdrawal in cash,15,40270.4,Payment on Statement,,
9419,33,2017-04-30,Withdrawal,Withdrawal in cash,15,43260.8,Payment on Statement,,
9420,33,2017-05-31,Withdrawal,Withdrawal in cash,15,45462.9,Payment on Statement,,
9421,33,2017-06-30,Withdrawal,Withdrawal in cash,15,52185.5,Payment on Statement,,
9422,33,2017-07-31,Withdrawal,Withdrawal in cash,15,52419.7,Payment on Statement,,
9423,33,2017-08-31,Withdrawal,Withdrawal in cash,15,48248.7,Payment on Statement,,
9424,33,2017-09-30,Withdrawal,Withdrawal in cash,15,47460.6,Payment on Statement,,
9425,33,2017-10-31,Withdrawal,Withdrawal in cash,15,48469.8,Payment on Statement,,
9426,33,2017-11-30,Withdrawal,Withdrawal in cash,15,48780.6,Payment on Statement,,
9427,33,2017-12-31,Withdrawal,Withdrawal in cash,15,54009.7,Payment on Statement,,
9479,33,2017-01-23,Withdrawal,Withdrawal in cash,26800,50038.9,,,
9480,33,2017-02-22,Withdrawal,Withdrawal in cash,24800,45138.7,,,
9481,33,2017-03-24,Withdrawal,Withdrawal in cash,17700,44363.2,,,
9482,33,2017-04-23,Withdrawal,Withdrawal in cash,15900,43067.4,,,
9483,33,2017-05-23,Withdrawal,Withdrawal in cash,17700,45257.8,,,
9484,33,2017-06-22,Withdrawal,Withdrawal in cash,20600,51954.9,,,
9485,33,2017-07-22,Withdrawal,Withdrawal in cash,19700,52182.5,,,
9486,33,2017-08-21,Withdrawal,Withdrawal in cash,21200,50916.7,,,
9487,33,2017-09-20,Withdrawal,Withdrawal in cash,20700,47245.7,,,
9488,33,2017-10-20,Withdrawal,Withdrawal in cash,14700,48257.6,,,
9489,33,2017-11-19,Withdrawal,Withdrawal in cash,17500,48566.8,,,
9490,33,2017-12-19,Withdrawal,Withdrawal in cash,25300,53772.6,,,
9619,34,2017-01-11,Credit,Electronic funds transfer,31845,88012.7,,Trinity Bank,2569228
9620,34,2017-02-11,Credit,Electronic funds transfer,31845,87189.0,,Trinity Bank,2569228
9621,34,2017-03-11,Credit,Electronic funds transfer,31845,71512.7,,Trinity Bank,2569228
9622,34,2017-04-11,Credit,Electronic funds transfer,31845,78975.8,,Trinity Bank,2569228
9623,34,2017-05-11,Credit,Electronic funds transfer,31845,68274.1,,Trinity Bank,2569228
9624,34,2017-06-11,Credit,Electronic funds transfer,47768,68221.8,,Trinity Bank,2569228
9625,34,2017-07-11,Credit,Electronic funds transfer,31845,52150.8,,Trinity Bank,2569228
9626,34,2017-08-11,Credit,Electronic funds transfer,31845,50908.2,,Trinity Bank,2569228
9627,34,2017-09-11,Credit,Electronic funds transfer,31845,64975.1,,Trinity Bank,2569228
9628,34,2017-10-11,Credit,Electronic funds transfer,31845,73685.0,,Trinity Bank,2569228
9629,34,2017-11-11,Credit,Electronic funds transfer,31845,67211.7,,Trinity Bank,2569228
9630,34,2017-12-11,Credit,Electronic funds transfer,47768,88710.4,,Trinity Bank,2569228
9765,34,2017-03-08,Withdrawal,Remittance to Another Bank,502,52926.7,Household ,Moneta Money Bank,19993174
9766,34,2017-04-08,Withdrawal,Remittance to Another Bank,502,47130.8,Household ,Moneta Money Bank,19993174
9767,34,2017-05-08,Withdrawal,Remittance to Another Bank,502,44793.1,Household ,Moneta Money Bank,19993174
9768,34,2017-06-08,Withdrawal,Remittance to Another Bank,502,20453.8,Household ,Moneta Money Bank,19993174
9769,34,2017-07-08,Withdrawal,Remittance to Another Bank,502,20305.8,Household ,Moneta Money Bank,19993174
9770,34,2017-08-08,Withdrawal,Remittance to Another Bank,502,19063.2,Household ,Moneta Money Bank,19993174
9771,34,2017-09-08,Withdrawal,Remittance to Another Bank,502,33130.1,Household ,Moneta Money Bank,19993174
9772,34,2017-10-08,Withdrawal,Remittance to Another Bank,502,41840.0,Household ,Moneta Money Bank,19993174
9773,34,2017-11-08,Withdrawal,Remittance to Another Bank,502,35366.7,Household ,Moneta Money Bank,19993174
9774,34,2017-12-08,Withdrawal,Remittance to Another Bank,502,40942.4,Household ,Moneta Money Bank,19993174
9836,34,2017-02-11,Withdrawal,Remittance to Another Bank,6070,81119.0,,PPF Bank,58999049
9837,34,2017-03-11,Withdrawal,Remittance to Another Bank,6070,65442.7,,PPF Bank,58999049
9838,34,2017-04-11,Withdrawal,Remittance to Another Bank,6070,72905.8,,PPF Bank,58999049
9839,34,2017-05-11,Withdrawal,Remittance to Another Bank,6070,62204.1,,PPF Bank,58999049
9840,34,2017-06-11,Withdrawal,Remittance to Another Bank,6070,62151.8,,PPF Bank,58999049
9841,34,2017-07-11,Withdrawal,Remittance to Another Bank,6070,46080.8,,PPF Bank,58999049
9842,34,2017-08-11,Withdrawal,Remittance to Another Bank,6070,44838.2,,PPF Bank,58999049
9843,34,2017-09-11,Withdrawal,Remittance to Another Bank,6070,58905.1,,PPF Bank,58999049
9844,34,2017-10-11,Withdrawal,Remittance to Another Bank,6070,67615.0,,PPF Bank,58999049
9845,34,2017-11-11,Withdrawal,Remittance to Another Bank,6070,61141.7,,PPF Bank,58999049
9846,34,2017-12-11,Withdrawal,Remittance to Another Bank,6070,51740.4,,PPF Bank,58999049
9899,34,2017-05-10,Withdrawal,Withdrawal in cash,8364,36429.1,,,
9900,34,2017-05-13,Withdrawal,Withdrawal in cash,23844,38360.1,,,
9901,34,2017-05-17,Withdrawal,Withdrawal in cash,12412,20848.1,,,
9902,34,2017-03-10,Withdrawal,Withdrawal in cash,13259,39667.7,,,
9903,34,2017-06-23,Withdrawal,Withdrawal in cash,22949,20702.8,,,
9920,34,2017-12-25,Withdrawal,Withdrawal in cash,8400,43340.4,,,
9933,34,2017-04-30,Withdrawal,Withdrawal in cash,6000,45325.1,,,
9935,34,2017-10-30,Withdrawal,Withdrawal in cash,8700,35715.0,,,
9936,34,2017-07-25,Withdrawal,Withdrawal in cash,14100,19480.8,,,
9969,34,2017-02-28,Withdrawal,Withdrawal in cash,30,53428.7,Payment on Statement,,
9970,34,2017-03-31,Withdrawal,Withdrawal in cash,30,47632.8,Payment on Statement,,
9971,34,2017-04-30,Withdrawal,Withdrawal in cash,30,45295.1,Payment on Statement,,
9972,34,2017-05-31,Withdrawal,Withdrawal in cash,30,20955.8,Payment on Statement,,
9973,34,2017-06-30,Withdrawal,Withdrawal in cash,30,20807.8,Payment on Statement,,
9974,34,2017-07-31,Withdrawal,Withdrawal in cash,30,19565.2,Payment on Statement,,
9975,34,2017-08-31,Withdrawal,Withdrawal in cash,30,33632.1,Payment on Statement,,
9976,34,2017-09-30,Withdrawal,Withdrawal in cash,30,42342.0,Payment on Statement,,
9977,34,2017-10-31,Withdrawal,Withdrawal in cash,30,35868.7,Payment on Statement,,
9978,34,2017-11-30,Withdrawal,Withdrawal in cash,30,41444.4,Payment on Statement,,
9979,34,2017-12-31,Withdrawal,Withdrawal in cash,30,43573.2,Payment on Statement,,
10030,34,2017-01-15,Withdrawal,Withdrawal in cash,32900,55112.7,,,
10031,34,2017-02-14,Withdrawal,Withdrawal in cash,27900,53219.0,,,
10032,34,2017-03-16,Withdrawal,Withdrawal in cash,18000,47442.7,,,
10033,34,2017-04-15,Withdrawal,Withdrawal in cash,21800,51105.8,,,
10034,34,2017-05-15,Withdrawal,Withdrawal in cash,5100,33260.1,,,
10035,34,2017-06-14,Withdrawal,Withdrawal in cash,18500,43651.8,,,
10036,34,2017-07-14,Withdrawal,Withdrawal in cash,12500,33580.8,,,
10037,34,2017-08-13,Withdrawal,Withdrawal in cash,11300,33538.2,,,
10038,34,2017-09-12,Withdrawal,Withdrawal in cash,16700,42205.1,,,
10039,34,2017-10-12,Withdrawal,Withdrawal in cash,23200,44415.0,,,
10040,34,2017-11-11,Withdrawal,Withdrawal in cash,19900,41241.7,,,
10041,34,2017-12-11,Withdrawal,Withdrawal in cash,30900,57810.4,,,
10167,35,2017-01-05,Credit,Electronic funds transfer,5446,26156.6,Old-age Pension,Bank Creditas,60448020
10168,35,2017-02-05,Credit,Electronic funds transfer,5446,25376.8,Old-age Pension,Bank Creditas,60448020
10169,35,2017-03-05,Credit,Electronic funds transfer,5446,25149.7,Old-age Pension,Bank Creditas,60448020
10170,35,2017-04-05,Credit,Electronic funds transfer,5446,26128.1,Old-age Pension,Bank Creditas,60448020
10171,35,2017-05-05,Credit,Electronic funds transfer,5446,28471.6,Old-age Pension,Bank Creditas,60448020
10172,35,2017-06-05,Credit,Electronic funds transfer,5446,30128.3,Old-age Pension,Bank Creditas,60448020
10173,35,2017-07-05,Credit,Electronic funds transfer,5446,24747.4,Old-age Pension,Bank Creditas,60448020
10174,35,2017-08-05,Credit,Electronic funds transfer,5446,27885.2,Old-age Pension,Bank Creditas,60448020
10175,35,2017-09-05,Credit,Electronic funds transfer,5446,31036.1,Old-age Pension,Bank Creditas,60448020
10176,35,2017-10-05,Credit,Electronic funds transfer,5446,30499.5,Old-age Pension,Bank Creditas,60448020
10177,35,2017-11-05,Credit,Electronic funds transfer,5446,32520.4,Old-age Pension,Bank Creditas,60448020
10178,35,2017-12-05,Credit,Electronic funds transfer,5446,31989.4,Old-age Pension,Bank Creditas,60448020
10239,35,2017-01-13,Withdrawal,Remittance to Another Bank,1022,22092.6,Household ,UniCredit Bank,56788617
10240,35,2017-02-13,Withdrawal,Remittance to Another Bank,1022,20832.8,Household ,UniCredit Bank,56788617
10241,35,2017-03-13,Withdrawal,Remittance to Another Bank,1022,22765.7,Household ,UniCredit Bank,56788617
10242,35,2017-04-13,Withdrawal,Remittance to Another Bank,1022,23744.1,Household ,UniCredit Bank,56788617
10243,35,2017-05-13,Withdrawal,Remittance to Another Bank,1022,26087.6,Household ,UniCredit Bank,56788617
10244,35,2017-06-13,Withdrawal,Remittance to Another Bank,1022,19224.3,Household ,UniCredit Bank,56788617
10245,35,2017-07-13,Withdrawal,Remittance to Another Bank,1022,22363.4,Household ,UniCredit Bank,56788617
10246,35,2017-08-13,Withdrawal,Remittance to Another Bank,1022,25501.2,Household ,UniCredit Bank,56788617
10247,35,2017-09-13,Withdrawal,Remittance to Another Bank,1022,28652.1,Household ,UniCredit Bank,56788617
10248,35,2017-10-13,Withdrawal,Remittance to Another Bank,1022,27475.5,Household ,UniCredit Bank,56788617
10249,35,2017-11-13,Withdrawal,Remittance to Another Bank,1022,30136.4,Household ,UniCredit Bank,56788617
10250,35,2017-12-13,Withdrawal,Remittance to Another Bank,1022,29605.4,Household ,UniCredit Bank,56788617
10311,35,2017-01-09,Withdrawal,Remittance to Another Bank,1362,23114.6,,UniCredit Bank,99848401
10312,35,2017-02-09,Withdrawal,Remittance to Another Bank,1362,24014.8,,UniCredit Bank,99848401
10313,35,2017-03-09,Withdrawal,Remittance to Another Bank,1362,23787.7,,UniCredit Bank,99848401
10314,35,2017-04-09,Withdrawal,Remittance to Another Bank,1362,24766.1,,UniCredit Bank,99848401
10315,35,2017-05-09,Withdrawal,Remittance to Another Bank,1362,27109.6,,UniCredit Bank,99848401
10316,35,2017-06-09,Withdrawal,Remittance to Another Bank,1362,28766.3,,UniCredit Bank,99848401
10317,35,2017-07-09,Withdrawal,Remittance to Another Bank,1362,23385.4,,UniCredit Bank,99848401
10318,35,2017-08-09,Withdrawal,Remittance to Another Bank,1362,26523.2,,UniCredit Bank,99848401
10319,35,2017-09-09,Withdrawal,Remittance to Another Bank,1362,29674.1,,UniCredit Bank,99848401
10320,35,2017-10-09,Withdrawal,Remittance to Another Bank,1362,28497.5,,UniCredit Bank,99848401
10321,35,2017-11-09,Withdrawal,Remittance to Another Bank,1362,31158.4,,UniCredit Bank,99848401
10322,35,2017-12-09,Withdrawal,Remittance to Another Bank,1362,30627.4,,UniCredit Bank,99848401
10372,35,2017-06-10,Withdrawal,Withdrawal in cash,5000,20246.3,,,
10383,35,2017-01-07,Withdrawal,Withdrawal in cash,560,25596.6,,,
10384,35,2017-01-08,Withdrawal,Withdrawal in cash,1120,24476.6,,,
10385,35,2017-01-01,Withdrawal,Withdrawal in cash,2080,23430.6,,,
10386,35,2017-01-04,Withdrawal,Withdrawal in cash,880,20710.6,,,
10387,35,2017-01-26,Withdrawal,Withdrawal in cash,2240,19852.6,,,
10388,35,2017-01-02,Withdrawal,Withdrawal in cash,1840,21590.6,,,
10416,35,2017-03-28,Withdrawal,Withdrawal in cash,2160,20605.7,,,
10417,35,2017-02-09,Withdrawal,Withdrawal in cash,2160,21854.8,,,
10418,35,2017-02-17,Withdrawal,Withdrawal in cash,1200,19632.8,,,
10419,35,2017-06-10,Withdrawal,Withdrawal in cash,3520,25246.3,,,
10420,35,2017-10-07,Withdrawal,Withdrawal in cash,640,29859.5,,,
10457,35,2017-01-31,Withdrawal,Withdrawal in cash,15,19930.8,Payment on Statement,,
10458,35,2017-02-28,Withdrawal,Withdrawal in cash,15,19703.7,Payment on Statement,,
10459,35,2017-03-31,Withdrawal,Withdrawal in cash,15,20682.1,Payment on Statement,,
10460,35,2017-04-30,Withdrawal,Withdrawal in cash,15,23825.6,Payment on Statement,,
10461,35,2017-05-31,Withdrawal,Withdrawal in cash,15,26182.3,Payment on Statement,,
10462,35,2017-06-30,Withdrawal,Withdrawal in cash,15,19301.4,Payment on Statement,,
10463,35,2017-07-31,Withdrawal,Withdrawal in cash,15,22439.2,Payment on Statement,,
10464,35,2017-08-31,Withdrawal,Withdrawal in cash,15,25590.1,Payment on Statement,,
10465,35,2017-09-30,Withdrawal,Withdrawal in cash,15,25053.5,Payment on Statement,,
10466,35,2017-10-31,Withdrawal,Withdrawal in cash,15,27074.4,Payment on Statement,,
10467,35,2017-11-30,Withdrawal,Withdrawal in cash,15,26543.4,Payment on Statement,,
10468,35,2017-12-31,Withdrawal,Withdrawal in cash,15,24409.2,Payment on Statement,,
10516,35,2017-05-03,Withdrawal,Withdrawal in cash,800,23025.6,,,
10517,35,2017-06-02,Withdrawal,Withdrawal in cash,1500,24682.3,,,
10518,35,2017-09-30,Withdrawal,Withdrawal in cash,3700,25068.1,,,
10519,35,2017-10-30,Withdrawal,Withdrawal in cash,500,26975.5,,,
10520,35,2017-11-29,Withdrawal,Withdrawal in cash,3700,26436.4,,,
10521,35,2017-12-29,Withdrawal,Withdrawal in cash,5300,24305.4,,,
10625,36,2017-01-05,Credit,Credit in cash ,19852,65517.3,,,
10626,36,2017-02-05,Credit,Credit in cash ,19852,52754.8,,,
10627,36,2017-03-05,Credit,Credit in cash ,19852,57224.3,,,
10628,36,2017-04-05,Credit,Credit in cash ,19852,59498.2,,,
10629,36,2017-05-05,Credit,Credit in cash ,19852,58992.1,,,
10630,36,2017-06-05,Credit,Credit in cash ,29778,70709.2,,,
10631,36,2017-07-05,Credit,Credit in cash ,19852,44928.3,,,
10632,36,2017-08-05,Credit,Credit in cash ,19852,49698.6,,,
